headline,date,description,url
ISIS-K threats in Afghanistan,"Aug 28, 2021","ISIS-K, the Islamic State in Afghanistan, has a record of terror bombings and casualties that pose a continuing threat. And there are other extremists, too.",https://www.cnn.com/videos/tv/2021/08/27/exp-tsr-todd-isisk-and-otherextremists-in-afghanistan.cnn
"The Middle East is running out of water, and parts of it are becoming uninhabitable","Aug 22, 2021","The ferries that once shuttled tourists to and from the little islets in Iran’s Lake Urmia sit rusty, unable to move, on what is rapidly becoming a salt plain. Just two decades ago, Urmia was the Middle East’s biggest lake, its local economy a thriving tourist ...",https://www.cnn.com/2021/08/22/middleeast/middle-east-climate-water-shortage-iran-urmia-intl/index.html
Why the US should stay in Iraq,"Aug 20, 2021","As US forces prepare to end their combat mission in Iraq, Peshmerga Maj. Gen. Sirwan Barzani writes that America shouldn’t abandon its Kurdish allies – or give up its active role in the fight against ISIS.",https://www.cnn.com/2021/08/19/opinions/us-forces-in-iraq-barzani/index.html
Abandoned towns offer a glimpse of Qatar’s humble past,"Aug 14, 2021",The crumbling remains of abandoned fishing villages on the northwest coast of Qatar offer a fascinating journey into the country’s past before the oil and gas-fueled economic boom drew people away from traditional maritime ways of life.,https://www.cnn.com/travel/article/qatar-al-jumail-abandoned-villages-cmd/index.html
A desert day trip in Qatar’s Zekreet Peninsula,"Aug 10, 2021","Virgin beaches, ancient ruins and public art. Zekreet Peninsula, in Qatar’s northwest, is the perfect destination for a one day trip to escape the hustle and bustle of the capital Doha.",https://www.cnn.com/travel/article/desert-day-trip/index.html
A desert day trip in Qatar's Zekreet Peninsula,"Aug 10, 2021","Virgin beaches, ancient ruins and public art. Zekreet Peninsula, in Qatar’s northwest, is the perfect destination for a one day trip to escape the hustle and bustle of the capital Doha.",https://www.cnn.com/videos/travel/2021/08/08/exp-intl-60-sec-vacation-qatar.cnn
Bashing the dunes of Qatar's unique Inland Sea,"Aug 10, 2021","With dunes falling abruptly into the water, Qatar’s Inland Sea lures thousands of off-roaders looking to reconnect with nature.",https://www.cnn.com/videos/travel/2021/08/09/exp-intl-reconnect-qatar.cnn
Deadly drone attack on tanker escalates Iran-Israel maritime tensions,"Aug 2, 2021",Maritime tensions are escalating in the Middle East following the deadly attack on a tanker connected to an Israeli billionaire in the Arabian Sea.,https://www.cnn.com/2021/07/31/middleeast/iran-israel-tanker-attack-drone-oman-intl/index.html
On GPS: King Abdullah II of Jordan,"Jul 26, 2021",The Jordanian monarch joins Fareed for a wide ranging discussion on the Middle East and the King’s relationship with President Biden.,https://www.cnn.com/videos/tv/2021/07/25/exp-gps-0725-king-abdullah-biden-middle-east.cnn
"GPS Web Extra: Israel, Jordan & the Arab world","Jul 25, 2021",Fareed asks King Abdullah II of Jordan whether he believes Saudi Arabia will be the next Arab country to normalize relations with Israel.,https://www.cnn.com/videos/tv/2021/07/25/exp-gps-0725-abdullah-web-extra-1.cnn
UN report: Africa most fertile ground for Islamist terror networks,"Jul 23, 2021","A new United Nations report says that nearly 20 years after the September 11th attacks, Islamist terrorism remains a major threat around the world, especially in East and West Africa. In the Western world, they say, pandemic travel restrictions have ...",https://www.cnn.com/videos/world/2021/07/23/united-nations-global-terror-threat-robertson-pkg-newsdesk.cnn
The rapid rise of gaming in the Middle East,"Jul 19, 2021","Nowhere is the gaming industry growing faster than the Middle East, and Dubai-based PLG is producing gaming tournaments, talk shows and livestreams for the region.",https://www.cnn.com/videos/tv/2021/07/19/exp-spc-think-big-gaming-industry.cnn
Delta variant surges in Middle East and North Africa as region braces for ‘catastrophic consequences’,"Jul 16, 2021",The Middle East and North Africa is witnessing a surge in Covid-19 cases aggravated by the Delta variant of the virus – and it may get worse over coming weeks – according to the World Health Organization (WHO).,https://www.cnn.com/2021/07/15/middleeast/middle-east-coronavirus-delta-intl/index.html
"US forces in Syria came under rocket fire, a day after US carried out airstrikes on Iranian-backed militias","Jun 29, 2021","Rockets landed at a US military base in eastern Syria, prompting US forces to return fire on Monday, a day after the US carried out airstrikes on Iranian-backed militias, according to a spokesman for the US-led military mission in Syria.",https://www.cnn.com/2021/06/28/politics/us-base-syria-iran-militia-rocket/index.html
"Pentagon pulls missile defense, other systems from Saudi Arabia and other Middle East countries","Jun 19, 2021","The Pentagon is pulling missile defense systems and other military hardware and personnel from Saudi Arabia and other countries in the Middle East, according to a defense official, as it realigns its mission and forces to confront China and Russia.",https://www.cnn.com/2021/06/18/politics/pentagon-remove-missile-defense-saudi-arabia-middle-east/index.html
Israel launches airstrikes in Gaza over incendiary balloons,"Jun 16, 2021","The Israeli military struck targets in Gaza overnight Wednesday, the Israel Defense Forces (IDF) said in a statement, citing incendiary balloons launched from Gaza earlier in the day. CNN’s Hadas Gold reports.",https://www.cnn.com/videos/world/2021/06/16/gaza-israel-idf-airstrikes-intl-hnk-vpx.cnn
'Death to Arabs' chanted by some right-wing Jewish groups at Flag March,"Jun 16, 2021",A controversial right-wing Flag March through east Jerusalem is underway after being approved by Israel’s new government. CNN’s Hadas Gold has the details.,https://www.cnn.com/videos/world/2021/06/15/jerusalem-far-right-jewish-march-vpx.cnn
The real earthquake in Israeli politics,"Jun 15, 2021","Anthony David writes that the inclusion of the first Arab party in an Israeli coalition government could bring permanent change to the country’s politics. If the gamble by Mansour Abbas, the Islamist leader of the United Arab List, pans out “he could be ...",https://www.cnn.com/2021/06/14/opinions/israel-coalition-mansour-abbas-david/index.html
Macron announces end of France’s anti-terror Operation Barkhane in Africa’s Sahel region,"Jun 11, 2021","France is to end its years-long anti-terror mission targeting Islamists in the Sahel region of West Africa, French President Emmanuel Macron announced Thursday.",https://www.cnn.com/2021/06/10/europe/france-sahel-operation-barkhane-end-intl/index.html
"Uyghurs are being deported from Muslim countries, raising concerns about China’s growing reach","Jun 8, 2021","After reports of Uyghur disappearances in some major Arab countries, such as the United Arab Emirates, Saudi Arabia and Egypt, some of China’s ethnic Muslims fear they are no longer safe in parts of the Islamic world.",https://www.cnn.com/2021/06/08/middleeast/uyghur-arab-muslim-china-disappearances-cmd-intl/index.html
Hear from families of Uyghurs deported to China from Middle East,"Jun 8, 2021","CNN has collected dozens of accounts that detail the alleged detention and deportation of Uyghurs at China’s request in three major Arab countries: Egypt, the UAE and Saudi Arabia. China, Egypt, the UAE and Saudi Arabia have not responded ...",https://www.cnn.com/videos/world/2021/06/08/uyghurs-deportations-china-middle-east-karadsheh-ctw-intl-ldn-vpx.cnn
This is the first ever Holocaust exhibition to open in the Arab world,"Jun 8, 2021",The “We Remember” Holocaust exhibition has opened at the Crossroads of Civilizations Museum in Dubai. It’s billed as the first Holocaust exhibition to be staged in the Arab world,https://www.cnn.com/travel/article/crossroads-of-civilizations-museum-dubai/index.html
See inside the Arab world's first Holocaust exhibition,"Jun 7, 2021","The Crossroads of Civilizations Museum in Dubai has opened its “We Remember” exhibit, revealing first-hand testimonies of Holocaust survivors. It’s the first of its kind in the Arab world.",https://www.cnn.com/videos/travel/2021/06/02/holocaust-museum-dubai-opening-intl-ctw-orig.cnn
Analyst: Gaza becomes the biggest open-air prison on earth,"May 26, 2021","Despite the US announcement to provide immediate disaster assistance to Gaza, the future for many civilians living in Gaza – which has been under an Israeli-Egyptian blockade since 2007 – is bleak with little chance to step foot outside the area. ...",https://www.cnn.com/videos/world/2021/05/26/gaza-no-exit-wedeman-pkg-intl-hnk-vpx.cnn
Let this be the last Israel-Gaza ceasefire,"May 26, 2021","A strong and lasting peace in the Middle East may seem far off given the recent heightened tensions in the West Bank, including Jerusalem, and Gaza, but that should still be the goal for the US, Egypt and, most importantly, Israelis and the ...",https://www.cnn.com/2021/05/24/opinions/egypt-ambassador-israel-gaza-ceasefire-zahran/index.html
"US will make ‘significant contributions’ to rebuilding Gaza, Blinken says","May 26, 2021","The United States will make “significant contributions” to rebuild Gaza and reopen its consulate in Jerusalem following the recent conflict between Israel and Hamas, US Secretary of State Antony Blinken said on the first day of his first official visit to the ...",https://www.cnn.com/2021/05/25/politics/us-blinken-netanyahu-middle-east-tour-intl/index.html
On GPS: What next after Israeli-Palestinian truce?,"May 24, 2021","Peter Beinart, Noura Erakat, Dan Senor, and Fareed lay out how they think Israelis, Palestinians and the World should think about the future of the region.",https://www.cnn.com/videos/tv/2021/05/23/exp-gps-0523-israeli-palestinian-panel-part-2.cnn
Fareed: No practical reason for Israel to make deal with Palestinians,"May 24, 2021","CNN’s Fareed Zakaria says now that Israel is now the economic and military superpower in the Middle East, Israeli leaders have no practical reason to make a deal with Palestinians … but do have a moral one.",https://www.cnn.com/videos/world/2021/05/23/gps-0523-take-on-israel-palestinian-conflict.cnn
Blinken: Has to be a peaceful political solution in Middle East,"May 24, 2021",US Secretary of State Anthony Blinken says a peaceful two-state solution between Israel and Palestinians is the “first order of business” of the Biden administration’s Middle East policy.,https://www.cnn.com/videos/world/2021/05/23/blinken-middle-east-has-to-be-a-political-solution-sot-gps-vpx.cnn
Fareed on resolving the Israeli-Palestinian conflict,"May 24, 2021",Fareed gives his take on why Mideast violence will keep happening until it is resolved through moral persuasion.,https://www.cnn.com/videos/tv/2021/05/23/exp-gps-0523-take-on-israel-palestine.cnn
"Ahead of ceasefire announcement, Becky Anderson speaks to the Palestinian PM","May 23, 2021","Mohammad Shtayyeh, the Palestinian Prime Minister, says there is “a machine of destruction” in Israel that needs to stop.",https://www.cnn.com/videos/tv/2021/05/21/ctw-palestine-pm.cnn
